,Lasker18Sc122_3_D0052_VV,Lasker18Sc122_5_D0053_VV,Lasker18Sc122_17_D0057_VV,Lasker18Sc122_19_D0058_VV,Lasker18Sc123_3_D0063_VV,Lasker18Sc123_5_D0064_VV,Lasker18Sc123_17_D0068_VV,Lasker18Sc123_19_D0069_VV,Lasker18Sc124_3_D0073_VV,Lasker18Sc124_5_D0074_VV,Lasker18Sc124_17_D0078_VV,Lasker18Sc124_19_D0079_VV,Lasker18Sc126_3_D0085_VV,Lasker18Sc126_5_D0086_VV,Lasker18Sc126_17_D0090_VV,Lasker18Sc127_3_D0095_VV,Lasker18Sc127_5_D0096_VV,Lasker18Sc127_17_D0100_VV,Lasker18Sc127_19_D0101_VV,Lasker18Sc128_3_D0105_VV,Lasker18Sc128_7_D0107_VV,Lasker18Sc128_16_D0110_VV,Lasker18Sc128_19_D0111_VV,Lasker18Sc129_3_D0116_VV,Lasker18Sc129_5_D0117_VV,Lasker18Sc129_17_D0121_VV,Lasker18Sc129_19_D0122_VV,Lasker18Sc130_3_D0127_VV,Lasker18Sc130_5_D0128_VV,Lasker18Sc130_17_D0132_VV,Lasker18Sc130_19_D0133_VV,Lasker18Sc132_3_D0137_VV,Lasker18Sc132_5_D0138_VV,Lasker18Sc132_17_D0142_VV,Lasker18Sc132_19_D0143_VV,Lasker18Sc133_3_D0147_VV,Lasker18Sc133_5_D0148_VV,Lasker18Sc133_17_D0152_VV,Lasker18Sc133_19_D0153_VV,Lasker18Sc134_3_D0158_VV,Lasker18Sc134_5_D0159_VV,Lasker18Sc134_17_D0163_VV,Lasker18Sc134_19_D0164_VV,Lasker18Sc135_17_D0173_VV,Lasker18Sc135_19_D0174_VV,Lasker18Sc158_3_D0270_VV,Lasker18Sc158_5_D0271_VV,Lasker18Sc158_17_D0275_VV,Lasker18Sc158_19_D0276_VV,CN19_Nisk_SM_Night_100m_1_CX,CN19_Nisk_SM_Day_5m_1_CX,CN19_Nisk_SM_Day_5m_2_CX,CN19_Nisk_SM_Day_10m_1_CX,CN19_Nisk_SM_Day_10m_2_CX,CN19_Nisk_SM_Day_100m_1_CX,CN19_Nisk_SM_Day_100m_2_CX,CN19_Nisk_SM_Day_100m_3_CX,CN19_Nisk_SM_Dusk_5m_2_CX,CN19_Nisk_SM_Dusk_50m_2_CX,CN19_Nisk_SM_Dusk_100m_1_CX,CN19_Nisk_SM_Dusk_100m_2_CX,CN19_Nisk_SM_Dusk_100m_3_CX,CN19_Nisk_SM_Night_5m_1_CX,CN19_Nisk_SM_Night_5m_2_CX,CN19_Nisk_SM_Night_23m_1_CX,CN19_Nisk_SM_Night_23m_2_CX,CN19_Nisk_SM_Night_100m_2_CX,CN19_Nisk_SM_Night_100m_3_CX,CN19_Buck4_SM_Night_0m_1_CX,CN19_Buck4_SM_Night_0m_2_CX,CN19_Nisk_SM_Dawn_11m_1_CX,CN19_Nisk_PB_Day_100m_3_CX,CN19_Nisk_PB_Dusk_70m_3_CX,CN19_Nisk_PB_Night_5m_1_CX,CN19_Nisk_PB_Night_15m_1_CX,CN19_Nisk_SM_Dawn_5m_1_CX,CN19_Nisk_SM_Dawn_11m_2_CX,CN19_Nisk_SM_Dawn_100m_1_CX,CN19_Nisk_SM_Dawn_100m_2_CX,CN19_Nisk_SM_Dawn_100m_3_CX,CN19_Nisk_PB_Day_5m_1_CX,CN19_Nisk_PB_Day_5m_2_CX,CN19_Nisk_PB_Day_28m_1_CX,CN19_Nisk_PB_Day_28m_2_CX,CN19_Nisk_PB_Day_100m_1_CX,CN19_Nisk_PB_Day_100m_2_CX,CN19_Nisk_PB_Dusk_5m_1_CX,CN19_Nisk_PB_Dusk_5m_2_CX,CN19_Nisk_PB_Dusk_10m_1_CX,CN19_Nisk_PB_Dusk_10m_2_CX,CN19_Nisk_PB_Dusk_70m_1_CX,CN19_Nisk_PB_Dusk_70m_2_CX,CN19_Nisk_PB_Night_15m_2_CX,CN19_Nisk_PB_Night_100m_2_CX,CN19_Buck5_0m_1_CX,CN19_Nisk_PB_Dawn_5m_1_CX,CN19_Nisk_PB_Dawn_45m_1_CX,CN19_Nisk_PB_Dawn_45m_2_CX,CN19_Nisk_PB_Dawn_100m_2_CX,CN19_Nisk_MO_Night_7m_1_CX,CN19_Nisk_MO_Night_7m_2_CX,CN19_Nisk_MO_Night_100m_3_CX,CN19_Nisk_MO_Dawn_5m_2_CX,CN19_Nisk_MO_Dawn_26m_2_CX,CN19_Nisk_MO_Dawn_100m_2_CX,CN19_Nisk_MO_Dawn_100m_3_CX,CN19_Nisk_PS_Dusk_75m_2_CX,CN19_Nisk_PS_Dusk_10m_2_CX,CN19_Nisk_PS_Dawn_10m_2_CX,CN19_Nisk_PS_Dawn_100m_2_CX,CN19_Nisk_PS_Dawn_100m_3_CX,CN19_Buck1_SN_0m_1_CX,CN19_Buck1_SN_0m_2_CX,CN19_Buck2_SN_0m_1_CX,CN19_Buck3_SN_0m_1_CX,CN19_Nisk_SM_Dusk_5m_1_CX,CN19_Nisk_PB_Night_5m_2_CX,CN19_Nisk_PB_Night_100m_3_CX,CN19_Buck5_0m_2_CX,CN19_Nisk_PB_Dawn_5m_2_CX,CN19_Nisk_PB_Dawn_100m_1_CX,CN19_Nisk_PB_Dawn_100m_3_CX,CN19_Nisk_MO_Night_5m_1_CX,CN19_Nisk_MO_Dawn_100m_1_CX,CN19_Nisk_Far_5m_1_CX,CN19_Nisk_Far_5m_2_CX,CN19_Nisk_PS_Dusk_75m_1_CX,CN19_Nisk_PS_Dusk_75m_3_CX,CN19_Nisk_PS_Dusk_10m_1_CX,CN19_Nisk_PS_Dusk_5m_1_CX,CN19_Nisk_PS_Dusk_5m_2_CX,CN19_Nisk_PS_Dawn_5m_1_CK,CN19_Nisk_PS_Dawn_10m_1_CK,CN19_Nisk_PS_Dawn_100m_1_CK,CN19_Buck2_SN_0m_2_CK,CN19_Nisk_SM_Dusk_50m_1_CK,CN19_Nisk_MO_Dawn_5m_1_CK,CN19_Nisk_Dav_Dawn_27m_2_CK,CN19_Nisk_Dav_Dusk_5m_1_CK,CN19_Nisk_Dav_Dusk_5m_2_CK,CN19_Nisk_Dav_Dusk_13m_1_CK,CN19_Nisk_Dav_Dusk_13m_3_CK,CN19_Nisk_Dav_Dusk_70m_1_CK,CN19_Nisk_Dav_Dusk_70m_2_CK,CN19_Nisk_Dav_Dusk_70m_3_CK,CN19_Buck6_Dav_Night_0m_1_CK,CN19_Buck6_Dav_Night_0m_2_CK,CN19_Nisk_Dav_Predusk_12m_1_CK,CN19_Nisk_MO_Night_5m_2_CK,CN19_Nisk_MO_Night_100m_2_CK,CN19_Nisk_MO_Dawn_26m_1_CK,CN19_Nisk_Dav_Dawn_5m_1_CK,CN19_Nisk_Dav_Dawn_5m_2_CK,CN19_Nisk_Dav_Dawn_27m_1_CK,CN19_Nisk_Dav_Dawn_100m_1_CK,CN19_Nisk_Dav_Dawn_100m_2_CK,CN19_Nisk_Dav_Dawn_100m_3_CK,CN19_Nisk_Far_13m_1_CK,CN19_Nisk_Far_13m_2_CK,CN19_Nisk_Far_60m_1_CK,CN19_Nisk_Far_60m_2_CK,CN19_Nisk_Far_60m_3_CK,CN18Sc09_2_eDNA_Y,CN18Sc10_2_eDNA_Y,CN18Sc14_2_eDNA_Y,CN18Sc14_8_eDNA_Y,CN18Sc15_2_eDNA_Y,CN18Sc15_8_eDNA_Y,CN18Sc18_2_eDNA_Y,CN18Sc18_8_eDNA_Y,CN18Sc27_2_eDNA_Y,CN18Sc27_8_eDNA_Y,CN18SESPkoa_SC49_Y,CN18SESPkoa_SC47_Y,CN18SESPkoa_SC45_Y,CN18SESPkoa_SC44_Y,CN18SESPkoa_SC41_Y,CN18SESPkoa_SC40_Y,CN18SESPkoa_SC39_Y,CN18SESPkoa_SC37_Y,CN18SESPkoa_SC36_Y,CN18FESPkoa_SC24_FF,CN18FESPkoa_SC26_FF,CN18FESPkoa_SC29_FF,CN18FESPkoa_SC30_FF,CN18FESPkoa_SC31_FF,CN18FESPkoa_SC32_FF,CN18FESPkoa_SC34_FF,CN18FESPkoa_SC35_FF,CN18FESPkoa_SC37_FF,CN18FESPkoa_SC40_FF,CN18FESPkoa_SC41_FF,CN18FESPkoa_SC43_FF,CN18FESPkoa_SC44_FF,CN18FESPkoa_SC46_FF,CN18FESPkoa_SC47_FF,CN18FESPkoa_SC49_FF,CN18FESPkoa_SC52_FF,CN18FESPkoa_SC53_FF,CN18FESPkoa_SC55_FF,CN18FESPkoa_SC56_FF,CN18FESPkoa_SC57_FF,CN18FESPkoa_SC58_FF,CN18Fc12_8_eDNA_GG,CN18Fc19_5_eDNA_GG,CN18Fc21_6_eDNA_GG,CN18Fc22_6_eDNA_GG,CN18Fc24_6_eDNA_GG,CN18Fc25_5_eDNA_GG,CN18Fc27_4_eDNA_GG,CN18Fc29_6_eDNA_GG,CN18Fc30_4_eDNA_GG,CN18Fc32_4_eDNA_GG,CN18Fc33_5_eDNA_GG,CN18Fc35_5_eDNA_GG,CN18Fc36_6_eDNA_GG,CN18Fc38_5_eDNA_GG,CN18Fc40_6_eDNA_GG,CN18Fc41_6_eDNA_GG,CN18Fc43_5_eDNA_GG,CN18Fc44_8_eDNA_GG,CN18Fc46_8_eDNA_GG,CN18Fc47_6_eDNA_GG,CN18Fc49_6_eDNA_GG,CN18Fc51_5_eDNA_GG
ASV_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,232,0,0,0,8,0,0,0,0,0,0,0,3,63,442,0,0,0,929,0,198,552,0,1,1,0,0,5828,4,0,0,0,1166,4106,307,2300,0,0,0,2,0,0,0,5,0,42,48,0,0,1,0,0,0,0,1,1,0,1,19,0,0,1,132,1,1,1,3,0,1,1972,4798,0,0,0,1,0,0,30,2,0,0,0,0,0,0,3413,207,2,0,0,0,0,4445,2,1046,564,0,0,69,4,0,1091,3,1,1,0,10,4,3124,3047,509,757,4,4,0,41334,1129,0,3386,0,0,12,26,0,0,0,1,4514,2566,103,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
ASV_12,771,1082,1164,924,1721,3325,938,372,29,72,2,0,181,98,51,116,305,59,32,2,7,53,24,739,1149,172,136,1572,1698,187,149,417,716,985,862,807,702,2241,1587,3277,5254,2013,1430,156,197,700,1240,1004,575,697,140,968,289,1657,22,82,1,187,989,86,1,67,78,81,131,170,302,511,689,912,273,2344,2693,318,364,800,346,54,278,1449,409,616,1687,3058,3998,2900,795,948,1131,1089,2972,2706,651,1252,54,722,1004,1324,4,809,575,748,283,1677,179,75,828,467,3294,607,220,107,182,273,263,435,1383,1093,15,639,3,0,866,47,607,631,1011,1398,623,752,1043,2606,2153,459,260,1283,299,788,159,156,79,70,1063,2858,2730,11586,352,2229,976,993,2701,9936,8656,2262,103,91,2,1256,864,423,466,213,551,376,294,891,327,2399,222,1862,47,507,172,476,186,2369,3304,180,787,113,1901,4745,4874,2793,3578,1907,1631,2672,1454,1623,896,1532,1300,1573,1080,1401,987,532,1786,594,1584,1547,1395,113,826,355,913,695,387,1966,1267,135,690,1513,539,1073,743,1734,1655,1276,1976,3670,516,4168,8125
ASV_13,20,20,4,3,25,33,1,5,54,204,51,19,66,49,51,131,310,37,38,20,64,65,28,17,40,309,1266,37,22,847,757,12,38,68,35,16,40,6,153,327,262,85,10,120,43,263,1204,235,131,110,14,36,41,332,273,109,420,184,162,106,0,159,35,42,62,116,298,214,304,645,25,808,722,151,372,11,7,192,592,274,5,11,554,1140,1354,1954,111,90,313,986,625,1114,564,43,6,1,9,0,0,66,52,199,131,55,78,27,26,98,7169,168,1,206,836,600,87,281,87,94,0,0,1,0,101,0,50,42,15,138,87,270,239,5086,6086,754,1215,256,233,53,2,4,9,5,14,137,276,136,20,0,40,398,101,155,136,1,30,80,0,52,52,68,89,40,24,81,354,8,3,189,65,509,1,97,1044,1526,1405,4426,3838,839,11798,517,6630,400,311,1049,1384,73,116,518,11,180,214,506,1778,144,164,130,316,185,1061,57,207,243,195,4,4,1,0,69,21,22,50,4,1,194,97,261,21,144,44,48,82,75,2,49,226
ASV_14,2,0,0,0,0,0,0,6,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,17,3,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,1,0,0,22,0,0,0,0,2,0,0,0,0,0,0,12,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
ASV_15,77,160,82,85,114,326,0,0,0,1,0,0,195,106,0,44,148,0,0,0,7,5,0,28,33,16,10,247,217,22,8,504,187,7,12,168,89,48,35,163,294,2,1,0,0,178,138,15,14,316,0,9,7,15,37,0,102,1,31,9,0,118,42,30,14,75,202,110,16,14,14,76,75,14,52,31,25,180,84,82,71,89,216,390,171,66,33,81,42,51,13,83,29,87,763,93,697,806,1140,11,21,3,197,657,534,985,309,86,476,365,442,0,1,2,1,38,84,116,418,63,1121,1779,0,166,5,14,455,845,104,83,154,691,454,217,8,33,116,69,5,25,16,13,25,35,62,14,3,4189,12,144,1013,142,171,2647,210,361,0,26,17,297,278,289,1156,799,302,149,608,121,284,167,127,5,412,1435,369,53,55,554,42,609,181,415,566,339,561,352,340,497,546,293,490,284,469,329,222,338,218,174,406,313,632,462,744,58,159,155,163,97,39,166,324,25,69,193,77,90,106,328,329,268,180,136,54,86,205
ASV_16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,352,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,3,0,69,4,5,1,2,1,1,0,4,2,1,0,0,1,0,6,0,540,2,0,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,5,0,0,0,0,0,20,7,0,0,0,0,9,10,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,66,7,0,18,3,37,0,0,0,13,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_18,0,1,4,0,60,79,461,138,0,0,0,0,25,0,13,0,6,121,116,0,0,85,49,3,27,294,284,54,88,48,45,8,42,95,81,0,0,0,0,84,21,29,14,30,46,22,148,496,216,243,5153,13313,5460,13782,47,4,3,1322,3746,2,1,155,50,53,116,318,797,625,5561,9527,6789,402,13792,2146,14329,10144,4494,22,122,15453,27,5,272,433,462,943,15543,16042,22365,21186,8888,15010,9900,2987,4,75,17,36,2,3753,4757,225,62,52,2,215,601,4431,1616,117,7,5514,15304,6689,2133,2480,2875,1029,1,1,4,1,4807,32,3913,4722,1370,2796,5363,6928,5082,1217,990,24,6491,7705,162,1123,4628,2591,6283,4282,247,658,726,84436,3393,4,4033,383,50,249,289,3,4,4,1,3283,3434,446,497,236,0,19,146,223,8,193,1,163,0,6,0,53,72,644,400,441,1280,40,708,50,102,64,10,28,66,56,71,52,0,22,31,0,15,0,34,0,115,20,53,52,9,0,0,0,0,3,0,34,85,0,49,4,0,0,0,1,0,14,5,21,0,5,46
ASV_19,37,57,39,40,103,277,21,1,0,1,0,0,8,2,0,0,9,2,0,0,0,8,13,114,215,11,4,550,614,35,17,321,419,34,68,401,296,232,294,733,1184,55,13,36,7,574,519,95,57,166,0,0,0,2,81,56,76,52,118,91,0,31,0,0,10,17,198,374,6,14,15,11,271,13,25,24,18,30,45,57,135,169,122,274,20,0,190,168,254,227,476,315,66,362,39,28,74,57,0,63,33,71,551,289,39,164,117,44,110,209,656,6,52,50,28,126,84,354,65,68,0,0,80,53,38,31,109,226,29,35,86,121,127,103,26,166,467,357,52,45,55,39,35,215,222,358,11,360,105,109,521,182,127,321,54,82,0,103,82,823,554,503,455,536,265,399,352,701,283,466,51,340,295,493,308,664,894,88,304,270,997,402,503,473,471,283,370,691,590,357,279,235,339,489,356,330,228,322,368,332,403,381,785,135,205,248,237,169,250,256,579,93,376,346,256,326,82,283,162,232,454,238,48,265,822
ASV_20,2,0,0,1,258,1,0,2,1,3,0,0,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1226,790,0,0,15,1984,0,1,47,1313,0,1,0,0,0,1,0,0,4,0,0,0,30,9,1,192,3191,0,0,1,29,30,1149,0,4,0,0,7,0,7305,14,69,167,0,2,3,0,1838,0,0,2889,0,1,1,0,19,0,0,3,10,0,0,1,2,0,227,0,1,0,3446,7742,7668,0,0,0,0,3,2,60,5779,2131,17,0,20,0,1,1,1,0,4,31,0,0,2560,3436,0,4,1,231,62,21,1034,126,10,0,879,482,0,2258,0,0,0,0,0,3,617,3745,180,1,0,2400,0,0,0,0,0,18,30,2467,0,0,0,0,0,0,1,0,0,0,0,1,0,17,0,0,0,2,0,0,1,0,0,0,1,162,9313,4,607,8367,9,9461,31,378,1,2,466,4548,91,22,27,1110,6304,4743,10183,379,3,3389,1072,1786,1489,63,3966,3572,53,1034,3895,7911,1905,6305,254,5712,5476,584,104,1418,428,39,2681
ASV_21,578,1086,87,76,1693,3944,62,50,356,990,75,117,1361,660,33,750,1724,25,30,114,323,356,233,933,1584,156,144,1490,2043,44,37,1060,862,26,16,1521,1616,85,50,451,607,10,0,10,24,1758,1323,108,73,2376,15,55,3,46,1736,1696,2392,579,1180,1227,0,1395,677,985,854,880,1481,2346,217,254,170,475,433,12,45,348,177,572,742,548,339,263,104,141,609,762,248,303,318,301,370,431,93,1533,57,122,190,241,160,49,58,1547,64,316,1680,744,879,82,175,1482,1633,153,307,355,398,924,114,1315,52,148,67,521,62,310,66,57,1505,2487,159,162,306,170,185,1254,309,1666,122,77,40,41,89,45,912,2749,2503,271,9,267,41,1387,645,52,12,298,1981,1681,1,113,71,5634,5652,4259,1632,2645,2092,1154,2363,175,880,206,587,53,2461,3910,2180,92,192,1410,59,2287,404,1276,1941,1817,1499,1165,1375,1965,1691,1884,884,1377,1506,2420,1439,1356,1503,2062,1700,1011,1857,1460,2177,982,1088,1570,1074,912,1698,1041,1186,369,2474,1290,1874,992,499,767,1005,1010,1904,692,300,569,1045
ASV_23,48,98,14969,13387,0,0,15,12,0,0,22,13,0,0,8,0,0,4,4,10,0,419,219,0,0,14,25,0,26,0,0,0,0,0,0,9,0,0,9,21,27,1,1,0,0,12,2,0,0,460,32,72,47,83,0,0,0,1616,1026,176,3,1,8887,11036,8156,8325,570,716,57,88,205,5,852,53,229,423,188,38,282,591,9255,8704,2060,3187,2,0,627,863,838,857,2153,963,250,954,2689,8355,4501,4452,0,48,9,0,2296,7940,0,0,831,808,935,843,938,221,784,894,431,1937,390,1315,1942,10336,415,3,18,0,16,2,720,1207,578,998,1700,1074,704,491,881,1593,1386,2,1,19,9,13,1,4,5,3,17,3867,51,2,14451,623,493,2690,1,1,0,0,10,0,1,0,0,0,0,27,0,0,1,45,0,0,0,3,0,3,7,0,0,0,51,263,106,59,51,96,21,164,6,67,79,140,99,166,62,59,3,7,63,66,115,208,13,0,58,24,26,259,44,69,0,2,179,192,1,57,17,131,92,114,17,69,38,166,91
ASV_24,0,0,2,407,0,0,550,489,0,0,115,65,1,0,1358,0,0,976,488,0,0,556,1747,0,0,1529,369,0,0,1008,447,0,0,196,81,0,0,175,177,0,0,0,17,1299,2598,0,0,197,386,1,447,532,0,19,0,0,0,3491,2994,0,0,4,311,634,143,213,0,5,1677,2017,1062,12,2318,40,163,161,897,8,4,106,3737,525,823,634,587,36,225,228,167,89,1,717,671,0,0,1121,6,926,0,515,723,1,152,5,0,0,0,368,115,0,0,483,329,506,806,293,800,8,592,972,0,0,1206,0,247,269,1,0,88,255,94,1005,849,26,1024,4846,55,450,94,270,221,1166,3,0,44,10149,772,169,1314,0,9,1464,816,0,0,0,0,1247,632,3,1,0,0,0,0,3,0,84,0,0,0,1659,0,0,0,5,32,1,7,1,0,2,545,0,1,0,5,0,0,0,1,25,4,0,0,0,0,0,0,3,6,0,3,3,0,0,1,7,11,0,0,5,348,5,0,1812,148,3,1,7,45,213,739,477,123
ASV_25,655,1535,6,27,56,296,3,0,385,854,0,0,540,686,0,470,1484,0,0,375,809,4,0,84,182,0,3,378,660,0,1,525,358,7,3,597,632,3,0,424,329,2,1,0,0,238,145,2,0,1018,2,5,4,13,868,1248,1684,6,28,2383,0,2560,0,0,0,6,746,1016,5,0,15,1504,95,3,7,0,0,447,592,107,0,0,9,22,2525,2243,24,4,31,13,104,142,24,655,0,1,44,20,1426,4,5,915,1,2,2820,2339,390,8,13,1325,304,0,2,0,7,19,29,349,1,0,2567,2394,5,506,15,22,1100,1818,44,72,99,12,40,1307,0,74,1,149,2,8,5,3,167,431,335,7,0,97,9,914,34,2,7,65,2050,2362,0,46,13,865,605,536,1210,1374,1696,687,457,54,492,262,491,166,785,913,610,38,40,376,85,1041,419,2070,4217,3694,3999,3266,4472,4851,4981,4699,3405,3709,4314,4845,3663,3807,3202,3627,4916,3480,6190,4842,5100,1382,1908,2299,1754,1412,2984,1526,1731,709,4214,2597,3113,2169,1173,1903,1977,2532,2790,1473,585,668,1140
ASV_26,0,0,161,246,0,0,9,38,0,0,65,65,0,0,65,0,0,108,72,0,0,678,404,6,14,225,223,0,18,113,77,14,0,15,6,9,0,47,16,34,38,10,1,111,78,0,20,25,22,327,39,34,22,139,0,0,1,200,563,1,1,1,547,794,471,876,179,599,132,201,326,1,621,37,241,363,189,0,1,552,503,654,954,1444,0,0,573,753,818,673,746,526,243,842,542,557,345,468,0,780,385,0,1520,776,1,1,369,487,328,175,2,2156,4211,2624,2831,353,461,169,280,496,0,0,1201,0,141,138,576,584,439,506,675,467,320,26,3440,746,1287,763,192,225,90,74,5,3,3,3322,152,1665,1356,2,1066,2997,2367,796,4,0,2,346,187,0,0,0,0,2,0,48,0,164,0,51,0,18,0,0,0,55,92,0,114,0,188,1013,586,351,996,235,317,1033,214,266,130,514,357,232,385,193,422,216,403,152,586,563,304,292,349,182,383,384,10,290,344,24,137,139,704,714,98,541,266,418,427,378,89,415,1255
ASV_27,140,389,85,102,1011,2025,27,18,133,387,0,0,134,145,19,89,339,47,8,122,186,23,26,995,1567,56,29,663,832,22,22,808,880,67,32,898,684,172,188,512,773,37,25,15,12,503,572,73,50,894,0,8,3,5,1030,1276,1400,149,348,716,1,768,92,76,65,106,522,1063,7,9,30,233,872,20,112,82,41,256,401,262,54,44,144,319,278,206,564,537,672,629,1412,1083,167,1150,44,41,29,16,98,152,71,532,687,159,820,497,331,42,314,815,297,162,479,283,249,383,156,780,21,27,229,106,95,240,44,48,357,694,54,72,137,258,177,696,152,379,521,306,118,128,146,84,128,613,629,218,11,82,197,773,326,120,130,94,534,576,0,170,109,3212,3022,2276,2116,2831,1652,709,1367,473,925,333,708,225,1419,2762,1513,425,533,839,171,1846,644,330,301,337,395,260,240,495,510,371,238,174,299,388,245,306,237,339,342,209,353,297,543,269,185,209,117,166,209,242,284,28,534,270,440,346,122,237,181,288,368,151,96,154,473
ASV_28,16,68,20,28,1605,2856,16701,13837,4,57,12,19,37,23,983,77,393,3297,1861,23,70,1477,765,105,135,2728,1920,43,65,753,1463,66,47,1084,891,45,23,87,75,166,236,97,70,2333,1487,24,30,2887,1573,428,7369,10028,8754,7248,253,276,235,2934,2764,107,0,152,244,308,467,758,343,504,2004,2011,8681,163,3711,609,4968,2389,5281,33,116,3644,22,21,68,107,265,89,5442,7283,6600,6074,1583,3520,7429,1182,11,0,37,43,0,573,840,54,6,67,224,6,684,14784,836,84,1,2991,2767,258,255,2354,6605,791,4,28,0,0,1380,102,1445,1378,981,1774,11723,13022,15317,1501,1003,36,629,3728,50,956,1563,1072,1675,2698,90,64,160,42221,1897,142,985,69,87,999,979,27,15,23,1,1693,1305,105,75,49,16,10,88,48,6,1013,15,393,0,1232,14,15,12,195,163,0,209,15,229,25,27,21,13,3,7,6,10,5,0,3,27,0,3,0,10,7,33,3,7,15,25,1,0,0,0,0,22,9,19,0,20,0,0,20,0,13,0,3,0,3,0,4,17
ASV_29,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,29,0,5162,1269,3,13127,5,0,0,0,0,5251,0,0,0,1,0,0,0,0,102,0,0,0,207,0,0,0,28,0,0,0,0,0,8520,0,0,0,0,0,13,144,0,1815,0,0,1,0,0,0,1,4673,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,13326,0,0,0,1,1,0,32,0,0,0,0,0,0,26,0,0,0,0,1,2,11723,1,0,0,0,542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19429,11,5866,0,0,5,0,0,0,1,2,2173,1,4,1768,2,0,1,0,7,2177,160,0,0,0,0,318,1,0,0,0,0,0,0,0,0,4009,6793,7,0,0,0,0,2,4,2,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,4,0,0,0,1,0,12120,3,0,0,4460,0,0,0,1,1,374,0,1,1,0,0,3751,0
ASV_31,0,0,0,0,3931,3,0,0,2,4762,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,274,41,91,0,2455,165,1,0,0,1,1,0,450,0,0,3,4144,0,0,0,1,269,0,0,0,0,437,0,0,0,0,4797,1,0,269,1,1,3138,0,0,0,0,428,0,0,865,0,0,0,0,0,0,0,0,41,1375,0,128,1498,2740,4,1,0,0,2,0,3389,2,1,4643,1804,3,0,1,0,0,0,0,0,1413,1344,155,0,0,0,0,0,0,0,828,13,0,0,0,0,0,1,13,0,13333,0,2,0,0,0,0,8405,0,5207,0,0,0,0,0,230,0,1,0,0,1,0,0,0,0,0,0,2,7279,7778,0,295,269,0,1,1,0,0,54,6240,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6312,1004,0,8083,4396,0,2012,7239,3,0,3,5270,3530,0,0,7,697,0,1,1,2443,5,5,1877,1719,2266,3449,2749,931,505,204,1,4979,3465,4130,1386,1477,3550,707,3243,1826,1277,470,3
